climate change,global warming,green house,temperature,extreme weather,global environmental change,climate variability,greenhouse,low carbon,ghge,renewable energy,carbon emission,co2 emission,climate pollutant,politicalGroup,date
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-03-14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2019-03-14
0,0,0,0,0,0,0,2,0,0,0,0,0,0,NI,2019-03-14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-03-14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2019-03-25
0,0,0,0,0,0,0,4,0,0,0,0,0,0,na,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-03-25
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2019-03-26
0,0,0,0,0,0,0,4,0,0,0,0,0,0,na,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2019-03-26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-03-27
0,0,0,0,0,0,0,4,0,0,0,0,0,0,na,2019-03-27
0,0,0,0,0,0,0,2,0,0,0,0,0,0,PPE,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-03-27
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-03-28
0,0,0,0,0,0,0,2,0,0,0,0,0,0,PPE,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-03-28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2019-04-03
0,0,0,2,0,0,0,0,0,0,0,0,0,0,na,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-04-03
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-04-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2019-04-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2019-04-17
0,0,0,0,0,0,0,2,0,0,0,0,0,0,PPE,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-04-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENF,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2019-04-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,LDR,2014-07-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-07-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-07-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,LDR,2014-09-15
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELDR,2014-09-16
0,0,0,0,0,0,0,2,0,0,0,0,0,0,ALDE,2014-09-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-09-16
0,0,0,0,0,0,0,4,0,0,0,0,0,0,na,2014-09-16
0,0,0,0,0,0,0,10,0,0,0,0,0,0,PPE,2014-09-16
0,0,0,2,0,0,0,4,0,0,0,0,0,0,S&D,2014-09-16
0,0,0,0,0,0,0,2,0,0,0,0,0,0,ECR,2014-09-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2014-09-16
0,0,0,0,0,0,0,2,0,0,0,0,0,0,EFDD,2014-09-16
0,0,0,4,0,0,0,2,0,0,0,0,0,0,NI,2014-09-16
0,0,0,0,0,0,0,4,0,0,0,0,0,0,GUE/NGL,2014-09-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,LDR,2014-09-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2014-09-16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELDR,2014-09-17
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-09-18
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-09-18
0,0,0,0,0,0,0,2,0,0,0,0,0,0,S&D,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ELDR,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-10-20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-10-21
0,0,0,0,0,0,0,2,0,0,0,0,0,0,NI,2014-10-21
0,0,0,0,0,0,0,2,0,0,0,0,0,0,na,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-10-21
0,0,0,0,0,0,0,2,0,0,0,0,0,0,ECR,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2014-10-21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-10-22
0,0,0,0,0,0,0,2,0,0,0,0,0,0,GUE/NGL,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-10-22
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-10-23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PSE,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2014-11-12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFD,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2014-07-02
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,S&D,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE-DE,2014-11-13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2014-11-13
0,0,0,0,0,0,0,2,0,0,0,0,0,0,S&D,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,PPE,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ALDE,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,EFDD,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,ECR,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,na,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of) Dartmouth (EFDD,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,GUE/NGL,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,Verts/ALE,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,NI,2014-11-24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,The Earl of,2014-11-24
0,0,0,8,0,0,0,26,0,0,0,0,0,0,S&D,2014-11-26
